date,n1,n2,n3,n4,n5,n6
2017-04-06,17,21,28,30,35,37
2017-04-10,11,15,25,30,33,43
2017-04-13,1,6,17,23,26,35
2017-04-17,10,14,16,26,36,39
2017-04-20,6,10,17,28,39,42
2017-04-24,2,5,11,13,14,28
2017-04-27,1,4,20,32,40,41
2017-05-01,2,17,20,27,37,42
2017-05-04,1,2,6,12,14,35
2017-05-08,1,4,5,16,20,24
2017-05-11,1,6,7,13,35,43
2017-05-15,12,19,29,34,37,41
2017-05-18,4,13,17,24,31,32
2017-05-22,1,5,15,20,33,37
2017-05-25,2,5,18,30,32,43
2017-05-29,3,5,17,22,26,28
2017-06-01,2,12,22,25,30,39
2017-06-05,4,5,9,17,22,41
2017-06-08,4,11,17,18,30,34
2017-06-12,1,10,11,19,21,35
2017-06-15,7,15,18,19,20,25
2017-06-19,2,8,13,29,32,39
2017-06-22,7,9,12,26,32,41
2017-06-26,1,4,12,22,39,40
2017-06-29,8,18,29,31,35,37
2017-07-03,7,12,14,17,32,33
2017-07-06,5,9,16,20,22,38
2017-07-10,2,15,16,35,37,38
2017-07-13,12,14,21,22,27,28
2017-07-17,20,33,35,36,42,43
2017-07-20,1,12,22,29,32,40
2017-07-24,4,16,21,31,38,39
2017-07-27,12,22,23,24,27,35
2017-07-31,4,6,10,14,27,43
2017-08-03,11,15,19,31,37,41
2017-08-07,7,13,17,27,29,42
2017-08-10,2,12,16,17,19,20
2017-08-14,2,20,31,35,37,39
2017-08-17,7,17,18,23,26,37
2017-08-21,1,4,11,17,32,42
2017-08-24,2,12,13,26,34,35
2017-08-28,1,2,24,28,41,42
2017-08-31,7,9,26,33,39,41
2017-09-04,14,32,33,34,35,41
2017-09-07,2,12,21,25,32,43
2017-09-11,8,17,26,35,36,37
2017-09-14,12,14,18,23,24,28
2017-09-18,1,3,15,22,40,41
2017-09-21,1,7,13,27,30,33
2017-09-25,7,17,23,30,37,40
2017-09-28,1,2,7,14,31,42
2017-10-02,1,3,4,28,32,34
2017-10-05,1,6,17,26,35,41
2017-10-09,15,17,29,33,35,42
2017-10-12,5,9,11,26,38,39
2017-10-16,5,17,23,29,36,39
2017-10-19,4,13,17,20,25,39
2017-10-23,8,19,21,27,34,41
2017-10-26,1,5,18,27,38,41
2017-10-30,12,16,20,21,34,42
2017-11-02,1,3,4,10,26,33
2017-11-06,3,10,25,29,32,36
2017-11-09,31,37,38,39,42,43
2017-11-13,3,9,10,24,33,39
2017-11-16,1,14,22,25,32,38
2017-11-20,11,15,30,33,36,38
2017-11-23,13,15,20,29,30,35
2017-11-27,2,3,5,16,20,42
2017-11-30,2,11,25,29,37,42
2017-12-04,11,23,25,32,33,40
2017-12-07,10,19,22,33,36,40
2017-12-11,11,15,18,33,34,39
2017-12-14,13,17,28,33,38,43
2017-12-18,9,12,16,24,25,41
2017-12-21,4,8,20,27,33,40
2017-12-25,1,10,11,28,33,40
2017-12-28,2,4,15,31,36,38
2018-01-01,14,15,17,23,40,43
2018-01-04,4,5,7,8,12,24
2018-01-08,4,11,15,21,23,40
2018-01-11,3,7,10,23,27,42
2018-01-15,10,12,28,29,32,38
2018-01-18,10,22,25,30,32,36
2018-01-22,3,5,21,29,40,42
2018-01-25,12,15,32,35,37,43
2018-01-29,3,19,26,30,36,39
2018-02-01,9,21,26,36,37,43
2018-02-05,29,30,35,36,41,43
2018-02-08,3,11,26,30,33,38
2018-02-12,3,5,15,18,38,42
2018-02-15,4,13,18,24,25,40
2018-02-19,18,19,20,31,35,38
2018-02-22,8,11,13,15,31,39
2018-02-26,19,26,32,33,35,36
2018-03-01,4,15,16,36,40,42
2018-03-05,1,13,24,33,34,43
2018-03-08,1,4,15,18,30,31
2018-03-12,11,13,18,30,40,43
2018-03-15,8,9,16,25,26,35
2018-03-19,1,20,23,27,34,41
2018-03-22,4,5,17,20,41,42
2018-03-26,15,16,17,29,31,41
2018-03-29,3,7,14,18,22,27
2018-04-02,1,19,27,30,32,34
2018-04-05,21,26,27,32,33,42
2018-04-09,6,7,9,11,17,25
2018-04-12,3,9,10,14,22,41
2018-04-16,3,7,16,27,28,33
2018-04-19,12,14,15,31,34,39
2018-04-23,3,5,8,11,24,32
2018-04-26,15,22,23,25,38,43
2018-04-30,7,15,30,34,41,43
2018-05-03,4,6,13,18,25,42
2018-05-07,3,4,9,21,23,39
2018-05-10,2,15,22,23,27,35
2018-05-14,1,5,7,15,22,33
2018-05-17,9,22,23,33,35,36
2018-05-21,4,8,10,16,27,35
2018-05-24,4,6,7,13,14,20
2018-05-28,3,17,26,28,32,42
2018-05-31,6,12,23,33,36,38
2018-06-04,4,10,16,30,34,36
2018-06-07,5,11,22,25,30,41
2018-06-11,24,25,26,36,37,40
2018-06-14,1,11,14,19,38,39
2018-06-18,3,20,22,28,34,37
2018-06-21,21,25,28,35,38,43
2018-06-25,2,16,21,23,26,30
2018-06-28,8,19,21,23,32,41
2018-07-02,20,26,30,34,40,42
2018-07-05,7,8,20,25,32,40
2018-07-09,7,8,9,10,16,19
2018-07-12,7,10,11,14,19,30
2018-07-16,4,10,17,23,24,36
2018-07-19,17,18,27,34,36,40
2018-07-23,3,5,8,16,20,23
2018-07-26,7,10,13,26,35,36
2018-07-30,1,2,10,13,16,20
2018-08-02,3,5,11,16,27,30
2018-08-06,4,6,9,32,40,43
2018-08-09,2,14,19,24,27,37
2018-08-13,8,12,14,17,22,29
2018-08-16,5,12,20,26,29,42
2018-08-20,9,19,23,25,27,41
2018-08-23,8,14,15,18,38,41
2018-08-27,9,12,14,25,29,31
2018-08-30,6,20,22,32,35,39
2018-09-03,5,6,18,25,28,39
2018-09-06,13,16,24,31,36,42
2018-09-10,13,17,23,26,32,33
2018-09-13,5,9,18,20,21,43
2018-09-17,1,20,22,26,36,42
2018-09-20,1,7,14,15,22,38
2018-09-24,8,13,16,23,26,38
2018-09-27,4,12,18,22,31,36
2018-10-01,1,9,15,24,36,43
2018-10-04,6,10,13,16,23,25
2018-10-08,5,27,31,34,41,43
2018-10-11,8,15,24,26,29,36
2018-10-15,13,17,21,35,40,42
2018-10-18,5,9,18,20,30,32
2018-10-22,27,29,33,36,41,42
2018-10-25,8,10,30,35,38,40
2018-10-29,2,17,20,23,28,43
2018-11-01,9,10,20,25,29,34
2018-11-05,13,18,25,35,39,42
2018-11-08,2,9,10,24,36,43
2018-11-12,2,3,4,28,32,34
2018-11-15,9,22,23,30,32,40
2018-11-19,17,21,22,25,26,35
2018-11-22,3,8,9,13,20,41
2018-11-26,5,9,18,19,28,34
2018-11-29,12,21,22,25,39,40
2018-12-03,4,7,10,25,37,43
2018-12-06,10,11,18,21,28,41
2018-12-10,2,11,15,20,24,36
2018-12-13,8,21,28,29,35,43
2018-12-17,3,8,16,19,27,29
2018-12-20,7,8,9,20,34,36
2018-12-24,5,8,13,16,23,40
2018-12-27,2,6,7,20,21,41
2018-12-31,3,13,24,30,34,39
2019-01-03,1,8,12,19,26,30
2019-01-07,2,5,21,23,37,43
2019-01-10,9,13,27,32,33,41
2019-01-14,3,8,13,16,34,35
2019-01-17,8,9,16,32,39,40
2019-01-21,1,11,12,26,29,39
2019-01-24,2,9,11,16,22,30
2019-01-28,1,14,17,24,25,35
2019-01-31,6,24,36,38,39,42
2019-02-04,2,4,5,14,15,39
2019-02-07,2,3,4,5,18,38
2019-02-11,8,11,14,18,24,35
2019-02-14,6,12,13,24,27,36
2019-02-18,2,3,4,6,23,32
2019-02-21,9,10,11,13,18,26
2019-02-25,1,3,8,10,22,40
2019-02-28,8,11,19,29,31,38
2019-03-04,4,15,29,30,37,38
2019-03-07,9,13,16,24,42,43
2019-03-11,3,6,7,30,33,37
2019-03-14,12,24,25,34,35,37
2019-03-18,9,15,22,24,27,39
2019-03-21,8,12,16,19,24,40
2019-03-25,2,33,34,35,37,39
2019-03-28,21,26,35,39,40,41
2019-04-01,14,16,17,27,38,43
2019-04-04,7,9,15,21,27,41
2019-04-08,7,8,10,23,28,32
2019-04-11,9,13,14,19,38,42
2019-04-15,7,9,11,12,35,39
2019-04-18,2,14,28,32,39,42
2019-04-22,4,7,20,23,26,31
2019-04-25,6,11,16,17,29,41
2019-04-29,6,14,19,34,36,43
2019-05-02,1,10,13,24,32,42
2019-05-06,1,6,11,27,34,36
2019-05-09,1,2,7,15,30,41
2019-05-13,1,10,12,15,36,41
2019-05-16,5,17,22,25,32,36
2019-05-20,2,8,20,32,35,43
2019-05-23,5,18,34,35,40,41
2019-05-27,9,11,16,24,38,42
2019-05-30,9,17,23,28,37,43
2019-06-03,19,24,26,32,38,42
2019-06-06,18,19,20,27,29,40
2019-06-10,12,18,23,31,41,42
2019-06-13,2,4,9,33,34,39
2019-06-17,6,12,15,16,18,36
2019-06-20,2,9,19,32,38,40
2019-06-24,1,7,23,25,26,29
2019-06-27,16,24,26,28,41,43
2019-07-01,2,12,16,30,38,42
2019-07-04,3,5,7,11,18,43
2019-07-08,11,12,13,23,29,39
2019-07-11,27,29,31,33,37,41
2019-07-15,19,20,29,31,37,38
2019-07-18,16,23,30,31,33,34
2019-07-22,1,8,17,19,32,38
2019-07-25,7,23,31,34,35,38
2019-07-29,3,8,22,38,39,42
2019-08-01,4,5,6,19,29,42
2019-08-05,3,7,8,13,26,30
2019-08-08,6,7,8,12,26,32
2019-08-12,9,14,16,19,33,35
2019-08-15,8,17,18,28,31,34
2019-08-19,18,24,34,35,38,41
2019-08-22,4,10,11,18,35,38
2019-08-26,11,14,17,36,37,39
2019-08-29,1,8,12,20,25,28
2019-09-02,23,24,26,28,35,37
2019-09-05,2,3,12,20,21,28
2019-09-09,1,3,7,9,36,41
2019-09-12,1,18,20,23,33,42
2019-09-16,2,6,9,22,34,37
2019-09-19,2,14,17,22,39,43
2019-09-23,7,12,13,16,25,43
2019-09-26,1,6,14,17,19,33
2019-09-30,3,18,28,30,35,38
2019-10-03,8,10,12,23,24,42
2019-10-07,4,26,27,28,29,34
2019-10-10,2,4,6,17,40,42
2019-10-14,18,25,31,35,36,40
2019-10-17,11,14,16,19,21,26
2019-10-21,10,31,34,35,36,37
2019-10-24,7,9,26,27,38,40
2019-10-28,4,10,18,19,33,39
2019-10-31,16,17,19,31,41,42
2019-11-04,3,15,20,39,41,42
2019-11-07,7,11,20,27,34,38
2019-11-11,10,11,18,21,22,40
2019-11-14,3,11,15,18,24,30
2019-11-18,2,8,14,15,18,26
2019-11-21,8,14,16,21,27,33
2019-11-25,2,3,12,16,19,25
2019-11-28,14,16,29,31,35,40
2019-12-02,7,8,12,15,34,41
2019-12-05,1,8,11,23,24,31
2019-12-09,4,14,15,29,34,38
2019-12-12,5,8,9,16,26,35
2019-12-16,13,22,24,25,32,35
2019-12-19,1,3,13,27,36,42
2019-12-23,1,11,12,18,26,28
2019-12-26,9,15,23,32,35,38
2019-12-30,15,17,19,24,40,41
2020-01-02,4,22,24,25,29,37
2020-01-06,5,15,17,25,32,39
2020-01-09,1,4,8,10,22,26
2020-01-13,9,10,14,21,28,33
2020-01-16,2,3,8,30,38,42
2020-01-20,1,9,16,23,35,43
2020-01-23,7,15,24,30,35,42
2020-01-27,11,14,15,25,33,38
2020-01-30,1,3,20,30,34,42
2020-02-03,3,31,33,37,41,42
2020-02-06,3,9,19,21,26,27
2020-02-10,9,13,22,23,33,43
2020-02-13,4,19,34,35,36,39
2020-02-17,1,2,15,18,30,39
2020-02-20,12,18,19,27,31,38
2020-02-24,12,13,19,20,25,30
2020-02-27,13,22,25,32,35,37
2020-03-02,6,7,31,37,40,41
2020-03-05,1,3,17,28,35,43
2020-03-09,1,2,3,14,25,31
2020-03-12,16,19,23,32,35,36
2020-03-16,4,22,23,33,35,43
2020-03-19,6,25,27,29,30,43
2020-03-23,2,4,17,21,24,35
2020-03-26,3,6,15,19,26,41
2020-03-30,1,11,28,29,30,36
2020-04-02,2,4,14,18,22,28
2020-04-06,6,14,15,18,25,30
2020-04-09,7,15,29,34,36,41
2020-04-13,4,5,10,12,15,27
2020-04-16,3,13,16,24,29,34
2020-04-20,9,14,32,34,35,37
2020-04-23,1,9,14,21,30,37
2020-04-27,4,8,9,12,15,36
2020-04-30,21,24,35,39,40,43
2020-05-04,1,17,27,32,33,38
2020-05-07,3,11,15,18,34,37
2020-05-11,2,26,38,39,40,42
2020-05-14,5,15,21,26,31,38
2020-05-18,8,18,19,20,27,33
2020-05-21,1,5,11,13,33,36
2020-05-25,4,15,30,31,32,38
2020-05-28,2,3,9,17,30,41
2020-06-01,6,11,14,36,38,39
2020-06-04,3,19,23,24,32,34
2020-06-08,1,9,19,25,26,40
2020-06-11,3,5,22,29,36,43
2020-06-15,1,7,25,35,41,43
2020-06-18,4,27,28,31,32,36
2020-06-22,5,10,11,22,23,30
2020-06-25,8,10,16,28,37,40
2020-06-29,1,2,3,12,32,40
2020-07-02,5,16,22,39,40,41
2020-07-06,7,12,16,21,38,43
2020-07-09,1,2,12,16,21,34
2020-07-13,6,8,29,37,39,42
2020-07-16,2,21,23,28,40,41
2020-07-20,8,18,20,23,31,32
2020-07-23,12,17,21,29,34,43
2020-07-27,11,16,27,30,34,37
2020-07-30,6,13,14,21,31,33
2020-08-03,14,19,21,34,36,42
2020-08-06,2,6,8,21,25,33
2020-08-10,6,12,16,20,38,41
2020-08-13,2,6,24,26,27,33
2020-08-17,1,5,9,18,21,22
2020-08-20,1,3,4,24,33,40
2020-08-24,2,8,18,19,23,32
2020-08-27,3,8,11,35,36,41
2020-08-31,1,15,21,29,34,41
2020-09-03,11,12,24,27,40,42
2020-09-07,7,21,25,28,31,40
2020-09-10,4,7,21,28,37,41
2020-09-14,7,10,20,22,28,33
2020-09-17,4,15,19,25,32,39
2020-09-21,4,6,21,28,30,32
2020-09-24,1,3,13,17,34,36
2020-09-28,5,15,23,28,32,42
2020-10-01,2,5,10,19,21,36
2020-10-05,5,14,19,27,36,37
2020-10-08,15,17,31,34,35,37
2020-10-12,10,17,20,32,33,35
2020-10-15,6,7,12,13,29,31
2020-10-19,1,16,23,35,39,42
2020-10-22,4,6,13,15,32,34
2020-10-26,4,9,12,31,35,37
2020-10-29,2,25,29,33,37,40
2020-11-02,8,14,26,27,32,37
2020-11-05,1,2,14,31,34,36
2020-11-09,9,11,20,27,32,38
2020-11-12,16,17,22,31,33,43
2020-11-16,2,10,14,24,38,43
2020-11-19,12,14,20,21,28,31
2020-11-23,7,14,35,36,39,41
2020-11-26,1,9,13,19,20,32
2020-11-30,8,16,24,30,31,33
2020-12-03,5,8,12,17,34,42
2020-12-07,26,28,29,34,36,43
2020-12-10,14,17,21,31,33,41
2020-12-14,8,12,14,19,21,43
2020-12-17,2,9,10,18,32,35
2020-12-21,3,5,8,25,31,42
2020-12-24,10,13,14,19,21,41
2020-12-28,6,15,25,29,36,42
2020-12-31,1,5,6,8,30,35
2021-01-04,11,17,20,31,35,36
2021-01-07,3,5,9,18,22,37
2021-01-11,2,5,17,24,27,31
2021-01-14,4,7,10,25,30,31
2021-01-18,4,24,34,39,41,42
2021-01-21,4,23,29,31,37,43
2021-01-25,2,4,24,25,34,36
2021-01-28,1,7,13,23,39,43
2021-02-01,1,12,15,16,19,40
2021-02-04,1,3,14,20,25,39
2021-02-08,3,19,25,26,27,35
2021-02-11,1,7,18,33,34,37
2021-02-15,10,19,23,24,34,35
2021-02-18,2,7,14,21,30,37
2021-02-22,1,9,10,17,35,39
2021-02-25,5,16,24,32,34,42
2021-03-01,12,16,28,37,41,43
2021-03-04,3,9,13,19,27,28
2021-03-08,25,29,34,35,40,43
2021-03-11,10,26,28,29,32,40
2021-03-15,6,7,13,20,31,40
2021-03-18,12,17,19,20,42,43
2021-03-22,1,10,18,29,32,41
2021-03-25,16,17,24,34,35,43
2021-03-29,1,11,12,13,32,36
2021-04-01,3,6,15,22,26,28
2021-04-05,6,7,9,13,30,41
2021-04-08,11,20,23,28,36,38
2021-04-12,20,21,24,26,33,34
2021-04-15,2,16,17,41,42,43
2021-04-19,6,19,28,37,40,43
2021-04-22,16,19,20,21,24,27
2021-04-26,8,15,29,38,40,42
2021-04-29,3,14,23,31,35,39
2021-05-03,11,17,18,21,31,34
2021-05-06,3,13,15,18,25,39
2021-05-10,1,3,11,13,19,37
2021-05-13,3,10,14,28,33,36
2021-05-17,1,4,11,14,24,42
2021-05-20,4,10,15,20,36,39
2021-05-24,8,10,29,33,37,42
2021-05-27,6,10,21,24,35,40
2021-05-31,8,18,28,35,42,43
2021-06-03,12,23,24,27,39,40
2021-06-07,1,6,13,24,25,32
2021-06-10,13,18,24,31,34,41
2021-06-14,2,9,15,17,24,39
2021-06-17,10,26,28,29,37,38
2021-06-21,13,17,24,32,33,40
2021-06-24,3,8,20,21,29,42
2021-06-28,12,13,22,28,33,40
2021-07-01,7,8,30,33,36,40
2021-07-05,5,6,31,34,35,39
2021-07-08,5,12,26,32,36,42
2021-07-12,7,9,24,33,38,40
2021-07-15,1,13,17,27,37,40
2021-07-19,14,20,36,37,38,39
2021-07-22,1,9,13,24,28,39
2021-07-26,13,14,24,25,33,43
2021-07-29,12,17,19,21,25,32
2021-08-02,4,8,17,22,23,27
2021-08-05,2,11,21,30,32,40
2021-08-09,4,12,16,20,34,40
2021-08-12,4,5,21,31,36,40
2021-08-16,10,20,22,23,28,33
2021-08-19,4,25,26,33,34,39
2021-08-23,1,19,22,23,28,33
2021-08-26,6,8,13,29,39,40
2021-08-30,1,3,15,18,25,29
2021-09-02,2,9,14,21,22,34
2021-09-06,4,5,11,12,14,20
2021-09-09,12,20,24,27,36,43
2021-09-13,1,10,15,16,23,33
2021-09-16,1,14,20,25,31,33
2021-09-20,5,16,24,34,35,42
2021-09-23,5,9,15,25,27,35
2021-09-27,4,7,19,39,40,42
2021-09-30,3,14,25,27,28,35
2021-10-04,13,14,18,19,38,40
2021-10-07,9,15,20,21,34,43
2021-10-11,8,9,13,15,24,36
2021-10-14,7,9,14,16,27,28
2021-10-18,7,13,15,20,33,35
2021-10-21,10,12,25,34,38,40
2021-10-25,7,16,26,28,31,40
2021-10-28,6,13,15,28,30,39
2021-11-01,8,14,21,26,31,39
2021-11-04,9,13,22,24,28,41
2021-11-08,3,7,13,14,35,37
2021-11-11,1,3,10,12,27,34
2021-11-15,10,16,18,22,25,36
2021-11-18,2,10,23,26,30,33
2021-11-22,1,13,23,24,28,40
2021-11-25,8,16,18,23,31,43
2021-11-29,2,6,11,27,28,30
2021-12-02,9,21,25,29,35,42
2021-12-06,2,7,8,19,36,40
2021-12-09,7,13,21,32,33,41
2021-12-13,3,20,27,29,35,43
2021-12-16,2,15,16,24,39,40
2021-12-20,2,20,23,27,31,36
2021-12-23,15,20,23,28,31,43
2021-12-27,1,5,11,27,34,36
2021-12-30,12,15,17,18,33,41
2022-01-03,12,13,30,31,38,40
2022-01-06,19,22,29,31,37,40
2022-01-10,5,11,13,15,25,28
2022-01-13,2,3,13,21,26,33
2022-01-17,1,9,10,16,27,43
2022-01-20,3,8,19,24,27,41
2022-01-24,14,19,22,24,32,36
2022-01-27,2,7,22,31,37,38
2022-01-31,8,10,13,32,36,43
2022-02-03,10,11,15,17,28,34
2022-02-07,3,6,10,23,29,32
2022-02-10,1,4,14,22,24,40
2022-02-14,6,17,24,25,31,43
2022-02-17,2,12,14,23,25,30
2022-02-21,2,9,19,22,23,42
2022-02-24,8,12,18,23,28,31
2022-02-28,13,19,21,23,35,37
2022-03-03,8,11,24,38,41,42
2022-03-07,2,10,12,13,14,39
2022-03-10,3,9,24,34,35,43
2022-03-14,1,11,14,19,32,38
2022-03-17,3,4,14,33,41,43
2022-03-21,2,6,12,16,20,30
2022-03-24,8,22,31,32,38,41
2022-03-28,5,12,16,19,25,42
2022-03-31,9,12,20,27,34,38
2022-04-04,4,12,13,23,24,39
2022-04-07,3,5,18,30,41,42
2022-04-11,3,13,26,29,31,42
2022-04-14,1,3,17,30,37,41
2022-04-18,17,21,32,33,36,37
2022-04-21,10,25,27,30,33,37
2022-04-25,9,18,23,27,35,38
2022-04-28,3,8,19,20,37,38
2022-05-02,10,13,15,20,37,42
2022-05-05,9,20,23,29,31,37
2022-05-09,6,10,12,22,28,38
2022-05-12,1,5,25,27,35,37
2022-05-16,9,12,24,25,35,42
2022-05-19,9,12,20,26,30,42
2022-05-23,6,13,28,32,33,36
2022-05-26,13,18,19,30,37,41
2022-05-30,16,18,19,24,34,37
2022-06-02,1,5,17,25,31,39
2022-06-06,9,22,31,33,34,38
2022-06-09,11,22,33,35,39,42
2022-06-13,7,19,26,36,39,40
2022-06-16,7,10,22,25,31,37
2022-06-20,9,27,29,35,39,43
2022-06-23,9,10,20,27,36,40
2022-06-27,12,18,20,22,23,29
2022-06-30,2,8,14,21,35,38
2022-07-04,8,15,16,23,28,37
2022-07-07,9,21,30,35,38,41
2022-07-11,4,8,12,37,40,43
2022-07-14,4,13,14,32,38,41
2022-07-18,1,9,11,29,38,42
2022-07-21,10,17,26,33,35,39
2022-07-25,9,23,24,25,29,32
2022-07-28,4,10,18,19,29,38
2022-08-01,5,7,12,13,27,38
2022-08-04,7,12,17,21,31,43
2022-08-08,13,19,26,39,40,42
2022-08-11,23,33,34,35,36,41
2022-08-15,1,6,13,19,29,39
2022-08-18,2,3,12,19,30,38
2022-08-22,4,11,13,30,37,40
2022-08-25,12,13,15,26,27,40
2022-08-29,1,8,13,17,18,23
2022-09-01,3,18,22,31,34,42
2022-09-05,14,23,28,29,39,40
2022-09-08,3,5,26,27,29,36
2022-09-12,9,12,18,19,27,32
2022-09-15,2,11,16,19,22,24
2022-09-19,2,4,14,28,30,42
2022-09-22,4,6,20,27,29,37
2022-09-26,3,5,7,21,26,37
2022-09-29,2,7,11,18,37,40
2022-10-03,2,3,17,30,40,43
2022-10-06,4,26,29,35,37,39
2022-10-10,12,13,17,21,26,35
2022-10-13,4,10,11,15,17,38
2022-10-17,11,14,17,18,34,40
2022-10-20,1,9,14,21,24,34
2022-10-24,8,15,16,28,36,40
2022-10-27,10,14,22,25,39,40
2022-10-31,11,19,37,38,42,43
2022-11-03,1,14,22,23,31,43
2022-11-07,1,11,12,20,23,32
2022-11-10,1,5,10,24,34,38
2022-11-14,1,7,11,20,21,26
2022-11-17,3,23,27,30,31,35
2022-11-21,9,16,20,23,35,39
2022-11-24,6,13,17,23,36,40
2022-11-28,13,17,20,31,36,37
2022-12-01,19,27,31,33,35,39
2022-12-05,4,7,20,22,28,36
2022-12-08,6,15,23,28,37,42
2022-12-12,1,2,5,21,37,42
2022-12-15,1,2,6,14,33,42
2022-12-19,1,6,14,19,34,35
2022-12-22,2,5,10,11,23,27
2022-12-26,2,3,16,30,37,42
2022-12-29,12,21,27,29,33,42
2023-01-02,17,20,22,30,34,42
2023-01-05,11,23,26,32,38,43
2023-01-09,3,12,14,21,33,41
2023-01-12,2,6,7,10,19,40
2023-01-16,9,12,25,34,41,42
2023-01-19,3,8,9,15,30,31
2023-01-23,3,20,22,24,30,32
2023-01-26,5,6,8,24,25,40
2023-01-30,8,28,31,34,38,39
2023-02-02,14,15,17,22,24,38
2023-02-06,17,35,36,39,41,42
2023-02-09,11,13,14,19,21,43
2023-02-13,7,12,20,23,32,42
2023-02-16,3,7,17,31,35,38
2023-02-20,5,19,20,36,37,42
2023-02-23,6,9,25,29,31,41
2023-02-27,7,18,22,32,42,43
2023-03-02,4,9,18,28,35,41
2023-03-06,6,10,26,30,31,38
2023-03-09,6,10,13,16,30,42
2023-03-13,22,29,38,39,41,42
2023-03-16,5,9,12,18,40,41
2023-03-20,16,19,22,26,39,42
2023-03-23,4,12,16,26,33,40
2023-03-27,10,14,21,31,33,38
2023-03-30,6,8,12,37,38,40
2023-04-03,8,9,15,21,23,40
2023-04-06,10,14,19,25,34,41
2023-04-10,9,11,21,24,32,40
2023-04-13,3,6,16,25,37,39
2023-04-17,6,9,13,23,29,39
2023-04-20,9,12,16,34,37,41
2023-04-24,1,24,26,29,31,34
2023-04-27,9,15,17,23,25,40
2023-05-01,9,19,28,30,34,36
2023-05-04,8,12,15,29,35,38
2023-05-08,15,16,33,37,40,41
2023-05-11,8,17,27,32,36,39
2023-05-15,15,18,31,33,35,42
2023-05-18,22,23,24,26,28,33
2023-05-22,7,9,19,30,34,41
2023-05-25,22,30,34,35,37,39
2023-05-29,2,10,12,15,25,41
2023-06-01,2,9,14,29,41,43
2023-06-05,3,14,16,34,36,41
2023-06-08,5,17,18,19,23,38
2023-06-12,19,24,34,35,38,43
2023-06-15,1,8,10,24,36,37
2023-06-19,6,11,12,31,39,43
2023-06-22,13,21,30,38,41,42
2023-06-26,1,10,13,15,22,35
2023-06-29,9,16,26,27,33,43
2023-07-03,12,14,20,25,35,42
2023-07-06,3,16,23,27,30,35
2023-07-10,25,28,31,34,39,42
2023-07-13,1,14,23,30,31,34
2023-07-17,1,12,35,37,41,43
2023-07-20,3,11,18,26,30,37
2023-07-24,4,17,19,22,26,41
2023-07-27,5,17,19,25,33,43
2023-07-31,11,12,22,29,38,42
2023-08-03,3,9,16,18,21,35
2023-08-07,10,19,22,28,31,39
2023-08-10,14,15,20,32,40,42
2023-08-14,3,11,23,27,33,41
2023-08-17,6,26,32,33,41,42
2023-08-21,16,26,31,33,34,42
2023-08-24,10,12,15,16,24,28
2023-08-28,1,7,9,17,23,26
2023-08-31,1,2,7,13,27,35
2023-09-04,20,26,27,31,35,39
2023-09-07,2,25,33,34,37,40
2023-09-11,7,19,26,28,34,42
2023-09-14,1,3,9,10,17,37
2023-09-18,7,12,21,25,32,33
2023-09-21,2,16,18,21,33,38
2023-09-25,11,20,23,27,29,42
2023-09-28,15,23,24,25,32,37
2023-10-02,1,6,14,39,40,43
2023-10-05,6,10,16,37,38,42
2023-10-09,7,13,29,32,36,41
2023-10-12,18,29,32,35,38,40
2023-10-16,5,13,19,21,32,33
2023-10-19,2,18,21,24,25,40
2023-10-23,8,15,21,27,33,39
2023-10-26,3,12,13,28,37,43
2023-10-30,13,16,25,33,38,41
2023-11-02,5,8,10,16,23,37
2023-11-06,8,12,25,34,37,40
2023-11-09,8,12,18,20,39,43
2023-11-13,4,18,20,28,35,38
2023-11-16,1,2,20,22,33,36
2023-11-20,6,13,21,23,28,43
2023-11-23,2,9,24,39,40,43
2023-11-27,4,23,24,32,39,41
2023-11-30,4,6,11,12,20,28
2023-12-04,24,32,34,36,39,43
2023-12-07,15,24,26,35,39,41
2023-12-11,1,12,13,28,35,43
2023-12-14,5,6,10,16,25,41
2023-12-18,6,8,17,19,26,32
2023-12-21,4,8,11,12,13,20
2023-12-25,11,16,21,36,37,41
2023-12-28,21,24,26,32,39,40
2024-01-01,7,18,30,32,36,40
2024-01-04,2,3,12,22,25,41
2024-01-08,4,6,7,18,25,28
2024-01-11,2,9,10,27,34,43
2024-01-15,3,7,15,35,37,38
2024-01-18,3,7,10,12,17,31
2024-01-22,3,9,20,34,36,42
2024-01-25,1,4,8,14,16,26
2024-01-29,8,12,23,27,36,42
2024-02-01,1,4,5,13,20,28
2024-02-05,1,9,26,38,41,43
2024-02-08,7,11,22,31,33,42
2024-02-12,4,6,11,14,30,43
2024-02-15,1,6,11,13,19,36
2024-02-19,8,9,10,19,23,31
2024-02-22,9,11,13,26,31,42
2024-02-26,7,13,17,18,25,34
2024-02-29,8,12,13,16,30,32
2024-03-04,4,10,11,15,21,31
2024-03-07,17,23,24,25,26,41
2024-03-11,11,16,20,29,39,41
2024-03-14,4,19,23,26,32,43
2024-03-18,2,11,15,18,19,25
2024-03-21,3,7,12,27,31,36
2024-03-25,8,15,18,30,36,38
2024-03-28,4,9,14,24,31,36
2024-04-01,8,10,16,34,36,38
2024-04-04,15,24,26,28,29,38
2024-04-08,5,11,13,16,23,33
2024-04-11,3,4,12,22,27,30
2024-04-15,5,17,19,22,24,32
2024-04-18,18,21,23,33,34,39
